Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;Units
Electricity;Electricity;ELECTRICITY;8683.913665866901;9963.62439471111;23111.41131790913;0.0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;59020.25482124352;0.0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;34488.42973063974;20938.543625884577;21815.97802911434;0.0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;6981.795875301335;5702.807481498196;9008.229839658416;0.0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;3706.8740247345413;0.0;[GWh]
Cold;Space cooling;SPACE_COOLING;731.5517711534355;2117.1700791325284;512.7811850035714;0.0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;108293.62136363021;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;55991.43285018508;[Mtkm]
Mobility;International passenger flights;EXTRA_EU_AVIATION;0.0;0.0;0.0;25920.042154511597;[Mpkm]
Mobility;International shipping;INTERNATIONAL_SHIPPING;0.0;0.0;0.0;234406.78025731238;[Mtkm]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;12768.748308339374;0.0;[GWh]
