Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;Units
Electricity;Electricity;ELECTRICITY;6825.755571737572;4483.6528088657515;7397.251869646332;0.0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0.0;0.0;12152.830194444186;0.0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;17331.828364360354;8289.624770058925;4753.03839465587;0.0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;4560.406256497113;2749.816944301027;5056.186783205915;0.0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0.0;0.0;1549.7704622909741;0.0;[GWh]
Cold;Space cooling;SPACE_COOLING;428.4908388831483;1240.0871941509183;418.56653082273397;0.0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0.0;0.0;0.0;91560.09844106359;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0.0;0.0;0.0;28327.504357249913;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0.0;0.0;0.0;2878.822501824564;[Mpkm]
Mobility;International shipping;SHIPPING;0.0;0.0;0.0;125223.53899285446;[Mtkm]
Non-energy;Non-energy;NON_ENERGY;0.0;0.0;5211.750755362054;0.0;[GWh]
